CODE_A,TITLE_A,SUBCODE_A,SUBTITLE_A,CODE_B,TITLE_B,SUBCODE_B,SUBTITLE_B,ACTION
R1201BE_3,Korban meninggal : e. Perkelahian antar pelajar/mahasiswa,-,-,R1201BE_3,Korban meninggal : e. Perkelahian antar pelajar/mahasiswa,-,-,match
R1201BE_4,Korban luka-luka : e. Perkelahian antar pelajar/mahasiswa,-,-,R1201BE_4,Korban luka-luka : e. Perkelahian antar pelajar/mahasiswa,-,-,match
R1201BE_5,Korban material (Jutaan Rp) : e. Perkelahian antar pelajar/mahasiswa,-,-,R1201BE_5,Korban material (Jutaan Rp) : e. Perkelahian antar pelajar/mahasiswa,-,-,match
R1201BE_6,Penyebab utama (kode) : e. Perkelahian antar pelajar/mahasiswa,-,-,R1201BE_6,Penyebab utama (kode) : e. Perkelahian antar pelajar/mahasiswa,-,-,match
R1201BF_2,Jumlah Kejadian : f. Perkelahian antar suku,-,-,R1201BF_2,Jumlah Kejadian : f. Perkelahian antar suku,-,-,match
R1201BF_3,Korban meninggal : f. Perkelahian antar suku,-,-,R1201BF_3,Korban meninggal : f. Perkelahian antar suku,-,-,match
R1201BF_4,Korban luka-luka : f. Perkelahian antar suku,-,-,R1201BF_4,Korban luka-luka : f. Perkelahian antar suku,-,-,match
R1201BF_5,Korban material (Jutaan Rp) : f. Perkelahian antar suku,-,-,R1201BF_5,Korban material (Jutaan Rp) : f. Perkelahian antar suku,-,-,match
R1201BF_6,Penyebab utama (kode) : f. Perkelahian antar suku,-,-,R1201BF_6,Penyebab utama (kode) : f. Perkelahian antar suku,-,-,match
R1201BG_2,Jumlah Kejadian : g. Lainnya,-,-,R1201BG_2,Jumlah Kejadian : g. Lainnya,-,-,match
R1201BG_3,Korban meninggal : g. Lainnya,-,-,R1201BG_3,Korban meninggal : g. Lainnya,-,-,match
R1201BG_4,Korban luka-luka : g. Lainnya,-,-,R1201BG_4,Korban luka-luka : g. Lainnya,-,-,match
R1201BG_5,Korban material (Jutaan Rp) : g. Lainnya,-,-,R1201BG_5,Korban material (Jutaan Rp) : g. Lainnya,-,-,match
R1201BG_6,Penyebab utama (kode) : g. Lainnya,-,-,R1201BG_6,Penyebab utama (kode) : g. Lainnya,-,-,match
R1202A,a. Jenis perkelahian massal yang paling sering terjadi apakah dapat diselesaikan?,1,Ya,R1202A,a. Jenis perkelahian massal yang paling sering terjadi apakah dapat diselesaikan?,1,Ya,match
R1202A,a. Jenis perkelahian massal yang paling sering terjadi apakah dapat diselesaikan?,2,Tidak,R1202A,a. Jenis perkelahian massal yang paling sering terjadi apakah dapat diselesaikan?,2,Tidak,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,1,Tokoh Masyarakat,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,1,Tokoh Masyarakat,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,2,Tokoh Agama,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,2,Tokoh Agama,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,4,Aparat pemerintah,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,4,Aparat pemerintah,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,8,Aparat keamanan,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,8,Aparat keamanan,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,16,Lainnya,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,16,Lainnya,match
R1202B,b. Inisiator/penengah penyelesaian masalah oleh,0,Tidak ada,R1202B,b. Inisiator/penengah penyelesaian masalah oleh,0,Tidak ada,match
R1203A01_2,Jenis Kejahatan : 01. Pencurian,1,Ada,R1203A01_2,Jenis Kejahatan : 01. Pencurian,1,Ada,match
R1203A01_2,Jenis Kejahatan : 01. Pencurian,2,Tidak,R1203A01_2,Jenis Kejahatan : 01. Pencurian,2,Tidak,match
R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,1,Menurun,R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,1,Menurun,match
R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,2,Sama saja,R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,2,Sama saja,match
R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,3,Meningkat,R1203A01_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 01. Pencurian,3,Meningkat,match
R1203A02_2,Jenis Kejahatan : 02. Perampokan,1,Ada,R1203A02_2,Jenis Kejahatan : 02. Perampokan,1,Ada,match
R1203A02_2,Jenis Kejahatan : 02. Perampokan,2,Tidak,R1203A02_2,Jenis Kejahatan : 02. Perampokan,2,Tidak,match
R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,1,Menurun,R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,1,Menurun,match
R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,2,Sama saja,R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,2,Sama saja,match
R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,3,Meningkat,R1203A02_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 02. Perampokan,3,Meningkat,match
R1203A03_2,Jenis Kejahatan : 03. Penjarahan,1,Ada,R1203A03_2,Jenis Kejahatan : 03. Penjarahan,1,Ada,match
R1203A03_2,Jenis Kejahatan : 03. Penjarahan,2,Tidak,R1203A03_2,Jenis Kejahatan : 03. Penjarahan,2,Tidak,match
R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,1,Menurun,R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,1,Menurun,match
R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,2,Sama saja,R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,2,Sama saja,match
R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,3,Meningkat,R1203A03_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 03. Penjarahan,3,Meningkat,match
R1203A04_2,Jenis Kejahatan : 04. Penganiayaan/kekerasan,1,Ada,R1203A04_2,Jenis Kejahatan : 04. Penganiayaan/kekerasan,1,Ada,match
R1203A04_2,Jenis Kejahatan : 04. Penganiayaan/kekerasan,2,Tidak,R1203A04_2,Jenis Kejahatan : 04. Penganiayaan/kekerasan,2,Tidak,match
R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,1,Menurun,R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,1,Menurun,match
R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,2,Sama saja,R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,2,Sama saja,match
R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,3,Meningkat,R1203A04_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 04. Penganiayaan/kekerasan,3,Meningkat,match
R1203A05_2,Jenis Kejahatan : 05. Pembakaran,1,Ada,R1203A05_2,Jenis Kejahatan : 05. Pembakaran,1,Ada,match
R1203A05_2,Jenis Kejahatan : 05. Pembakaran,2,Tidak,R1203A05_2,Jenis Kejahatan : 05. Pembakaran,2,Tidak,match
R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,1,Menurun,R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,1,Menurun,match
R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,2,Sama saja,R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,2,Sama saja,match
R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,3,Meningkat,R1203A05_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 05. Pembakaran,3,Meningkat,match
R1203A06_2,Jenis Kejahatan : 06. Perkosaan,1,Ada,R1203A06_2,Jenis Kejahatan : 06. Perkosaan,1,Ada,match
R1203A06_2,Jenis Kejahatan : 06. Perkosaan,2,Tidak,R1203A06_2,Jenis Kejahatan : 06. Perkosaan,2,Tidak,match
R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,1,Menurun,R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,1,Menurun,match
R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,2,Sama saja,R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,2,Sama saja,match
R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,3,Meningkat,R1203A06_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 06. Perkosaan,3,Meningkat,match
R1203A07_2,Jenis Kejahatan : 07. Penyalahgunaan narkoba,1,Ada,R1203A07_2,Jenis Kejahatan : 07. Penyalahgunaan narkoba,1,Ada,match
R1203A07_2,Jenis Kejahatan : 07. Penyalahgunaan narkoba,2,Tidak,R1203A07_2,Jenis Kejahatan : 07. Penyalahgunaan narkoba,2,Tidak,match
R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,1,Menurun,R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,1,Menurun,match
R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,2,Sama saja,R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,2,Sama saja,match
R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,3,Meningkat,R1203A07_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 07. Penyalahgunaan narkoba,3,Meningkat,match
R1203A08_2,Jenis Kejahatan : 08. Peredaran gelap narkoba,1,Ada,R1203A08_2,Jenis Kejahatan : 08. Peredaran gelap narkoba,1,Ada,match
R1203A08_2,Jenis Kejahatan : 08. Peredaran gelap narkoba,2,Tidak,R1203A08_2,Jenis Kejahatan : 08. Peredaran gelap narkoba,2,Tidak,match
R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,1,Menurun,R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,1,Menurun,match
R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,2,Sama saja,R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,2,Sama saja,match
R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,3,Meningkat,R1203A08_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 08. Peredaran gelap narkoba,3,Meningkat,match
R1203A09_2,Jenis Kejahatan : 09. Pembunuhan,1,Ada,R1203A09_2,Jenis Kejahatan : 09. Pembunuhan,1,Ada,match
R1203A09_2,Jenis Kejahatan : 09. Pembunuhan,2,Tidak,R1203A09_2,Jenis Kejahatan : 09. Pembunuhan,2,Tidak,match
R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,1,Menurun,R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,1,Menurun,match
R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,2,Sama saja,R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,2,Sama saja,match
R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,3,Meningkat,R1203A09_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 09. Pembunuhan,3,Meningkat,match
R1203A10_2,Jenis Kejahatan : 10. Perdagangan orang (trafficking),1,Ada,R1203A10_2,Jenis Kejahatan : 10. Perdagangan orang (trafficking),1,Ada,match
R1203A10_2,Jenis Kejahatan : 10. Perdagangan orang (trafficking),2,Tidak,R1203A10_2,Jenis Kejahatan : 10. Perdagangan orang (trafficking),2,Tidak,match
R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),1,Menurun,R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),1,Menurun,match
R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),2,Sama saja,R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),2,Sama saja,match
R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),3,Meningkat,R1203A10_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 10. Perdagangan orang (trafficking),3,Meningkat,match
R1203A11_2,Jenis Kejahatan : 11. Lainnya,1,Ada,R1203A11_2,Jenis Kejahatan : 11. Lainnya,1,Ada,match
R1203A11_2,Jenis Kejahatan : 11. Lainnya,2,Tidak,R1203A11_2,Jenis Kejahatan : 11. Lainnya,2,Tidak,match
R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,1,Menurun,R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,1,Menurun,match
R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,2,Sama saja,R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,2,Sama saja,match
R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,3,Meningkat,R1203A11_3,Kecenderungan kejahatan dibanding satu tahun yang lalu : 11. Lainnya,3,Meningkat,match
R1203B,Jenis kejahatan yang paling banyak terjadi,1,Pencurian,R1203B,Jenis kejahatan yang paling banyak terjadi,1,Pencurian,match
R1203B,Jenis kejahatan yang paling banyak terjadi,2,Perampokan,R1203B,Jenis kejahatan yang paling banyak terjadi,2,Perampokan,match
R1203B,Jenis kejahatan yang paling banyak terjadi,3,Penjarahan,R1203B,Jenis kejahatan yang paling banyak terjadi,3,Penjarahan,match
R1203B,Jenis kejahatan yang paling banyak terjadi,4,Penganiayaan/kekerasan,R1203B,Jenis kejahatan yang paling banyak terjadi,4,Penganiayaan/kekerasan,match
R1203B,Jenis kejahatan yang paling banyak terjadi,5,Pembakaran,R1203B,Jenis kejahatan yang paling banyak terjadi,5,Pembakaran,match
R1203B,Jenis kejahatan yang paling banyak terjadi,6,Perkosaan,R1203B,Jenis kejahatan yang paling banyak terjadi,6,Perkosaan,match
R1203B,Jenis kejahatan yang paling banyak terjadi,7,Penyalahgunaan narkoba,R1203B,Jenis kejahatan yang paling banyak terjadi,7,Penyalahgunaan narkoba,match
R1203B,Jenis kejahatan yang paling banyak terjadi,9,Pembunuhan,R1203B,Jenis kejahatan yang paling banyak terjadi,9,Pembunuhan,match
R1203B,Jenis kejahatan yang paling banyak terjadi,10,Perdagangan orang (trafficking),R1203B,Jenis kejahatan yang paling banyak terjadi,10,Perdagangan orang (trafficking),match
R1203B,Jenis kejahatan yang paling banyak terjadi,11,Lainnya,R1203B,Jenis kejahatan yang paling banyak terjadi,11,Lainnya,match
R1204,Apakah di desa/kelurahan ini ada agen yang beroperasi mencari TKW,1,Ada,R1204,Apakah di desa/kelurahan ini ada agen yang beroperasi mencari TKW,1,Ada,match
R1204,Apakah di desa/kelurahan ini ada agen yang beroperasi mencari TKW,2,Tidak,R1204,Apakah di desa/kelurahan ini ada agen yang beroperasi mencari TKW,2,Tidak,match
R1205,Lokalisasi/Lokasi Prostitusi/Tempat Mangkal PSK,1,Ada,R1205,Lokalisasi/Lokasi Prostitusi/Tempat Mangkal PSK,1,Ada,match
R1205,Lokalisasi/Lokasi Prostitusi/Tempat Mangkal PSK,2,Tidak,R1205,Lokalisasi/Lokasi Prostitusi/Tempat Mangkal PSK,2,Tidak,match
R1206A,a. Membangun pos keamanan lingkungan,1,Ada,R1206A,a. Membangun pos keamanan lingkungan,1,Ada,match
R1206A,a. Membangun pos keamanan lingkungan,2,Tidak,R1206A,a. Membangun pos keamanan lingkungan,2,Tidak,match
R1206B,b. Membentuk regu keamanan lingkungan,3,Ada,R1206B,b. Membentuk regu keamanan lingkungan,3,Ada,match
R1206B,b. Membentuk regu keamanan lingkungan,4,Tidak,R1206B,b. Membentuk regu keamanan lingkungan,4,Tidak,match
R1206C,c. Menambah jumlah anggota hansip/linmas,5,Ada,R1206C,c. Menambah jumlah anggota hansip/linmas,5,Ada,match
R1206C,c. Menambah jumlah anggota hansip/linmas,6,Tidak,R1206C,c. Menambah jumlah anggota hansip/linmas,6,Tidak,match
R1206D,d. Memeriksa setiap warga dari luar desa yang masuk,7,Ada,R1206D,d. Memeriksa setiap warga dari luar desa yang masuk,7,Ada,match
R1206D,d. Memeriksa setiap warga dari luar desa yang masuk,8,Tidak,R1206D,d. Memeriksa setiap warga dari luar desa yang masuk,8,Tidak,match
R1206E,e. Lainnya,1,Ada,R1206E,e. Lainnya,1,Ada,match
R1206E,e. Lainnya,2,Tidak,R1206E,e. Lainnya,2,Tidak,match
R1207A,Sarana keamanan lingkungan (kamling) : a. Pos hansip/kamling,1,Ada,R1207A,Sarana keamanan lingkungan (kamling) : a. Pos hansip/kamling,1,Ada,match
R1207A,Sarana keamanan lingkungan (kamling) : a. Pos hansip/kamling,2,Tidak,R1207A,Sarana keamanan lingkungan (kamling) : a. Pos hansip/kamling,2,Tidak,match
R1207B_2,Sarana keamanan lingkungan (kamling) : b. Pos Polisi,1,Ada,R1207B_2,Sarana keamanan lingkungan (kamling) : b. Pos Polisi,1,Ada,match
R1207B_2,Sarana keamanan lingkungan (kamling) : b. Pos Polisi,2,Tidak,R1207B_2,Sarana keamanan lingkungan (kamling) : b. Pos Polisi,2,Tidak,match
R1207B_3,Jarak terdekat (km) : b. Pos Polisi,-,-,R1207B_3,Jarak terdekat (km) : b. Pos Polisi,-,-,match
R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,1,Sangat mudah,R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,1,Sangat mudah,match
R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,2,Mudah,R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,2,Mudah,match
R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,3,Sulit,R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,3,Sulit,match
R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,4,Sangat sulit,R1207B_4,Kemudahan untuk mencapai : b. Pos Polisi,4,Sangat sulit,match
R1208A,a. Jumlah anggota hansip/linmas,-,-,R1208A,a. Jumlah anggota hansip/linmas,-,-,match
R1208B,b. Jumlah polisi Bantuan Bintara Desa (Babinsa),-,-,R1208B,b. Jumlah polisi Bantuan Bintara Desa (Babinsa),-,-,match
R1208C,c. Jumlah Polisi Pelayanan Masyarakat,-,-,R1208C,c. Jumlah Polisi Pelayanan Masyarakat,-,-,match
R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,1,Uang,R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,1,Uang,match
R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,2,Barang & jasa,R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,2,Barang & jasa,match
R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,3,"Uang, barang dan jasa",R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,3,"Uang, barang dan jasa",match
R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,4,Tidak ada,R13011_2,Bentuk PAD/PAN/bantuan : 1. PAD/PAN,4,Tidak ada,match
R13011_3,Nilai PAD/PAN/bantuan : 1. PAD/PAN,-,-,R13011_3,Nilai PAD/PAN/bantuan : 1. PAD/PAN,-,-,match
R13011_4,Penggunaan : 1. PAD/PAN,1,Pembiayaan rutin,R13011_4,Penggunaan : 1. PAD/PAN,1,Pembiayaan rutin,match
R13011_4,Penggunaan : 1. PAD/PAN,2,Kegiatan posyandu,R13011_4,Penggunaan : 1. PAD/PAN,2,Kegiatan posyandu,match
R13011_4,Penggunaan : 1. PAD/PAN,4,Kegiatan olahraga,R13011_4,Penggunaan : 1. PAD/PAN,4,Kegiatan olahraga,match
R13011_4,Penggunaan : 1. PAD/PAN,8,Pembangunan tempat ibadah,R13011_4,Penggunaan : 1. PAD/PAN,8,Pembangunan tempat ibadah,match
R13011_4,Penggunaan : 1. PAD/PAN,16,Pembangunan jalan/jembatan,R13011_4,Penggunaan : 1. PAD/PAN,16,Pembangunan jalan/jembatan,match
R13011_4,Penggunaan : 1. PAD/PAN,32,Pembangunan fisik lainnya,R13011_4,Penggunaan : 1. PAD/PAN,32,Pembangunan fisik lainnya,match
R13011_4,Penggunaan : 1. PAD/PAN,64,Pemberdayaan ekonomi masyarakat desa,R13011_4,Penggunaan : 1. PAD/PAN,64,Pemberdayaan ekonomi masyarakat desa,match
R13011_4,Penggunaan : 1. PAD/PAN,128,Lainnya,R13011_4,Penggunaan : 1. PAD/PAN,128,Lainnya,match
R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,1,Uang,R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,1,Uang,match
R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,2,Barang dan jasa,R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,2,Barang dan jasa,match
R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,3,"Uang, barang dan jasa",R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,3,"Uang, barang dan jasa",match
R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,4,Tidak ada,R13012A_2,Bentuk PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,4,Tidak ada,match
R13012A_3,Nilai PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,-,-,R13012A_3,Nilai PAD/PAN/bantuan : 2a. Pemerintah Kabupaten/Kota,-,-,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,1,Pembiayaan rutin,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,1,Pembiayaan rutin,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,2,Kegiatan posyandu,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,2,Kegiatan posyandu,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,4,Kegiatan olahraga,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,4,Kegiatan olahraga,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,8,Pembangunan tempat ibadah,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,8,Pembangunan tempat ibadah,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,16,Pembangunan jalan/jembatan,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,16,Pembangunan jalan/jembatan,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,32,Pembangunan fisik lainnya,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,32,Pembangunan fisik lainnya,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,64,Pemberdayaan ekonomi masyarakat desa,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,64,Pemberdayaan ekonomi masyarakat desa,match
R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,128,Lainnya,R13012A_4,Penggunaan : 2a. Pemerintah Kabupaten/Kota,128,Lainnya,match
R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,1,Uang,R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,1,Uang,match
R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,2,Barang & jasa,R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,2,Barang & jasa,match
R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,3,"Uang, barang dan jasa",R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,3,"Uang, barang dan jasa",match
R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,4,Tidak ada,R13012B_2,Bentuk PAD/PAN/bantuan : 2b. Pemerintah Provinsi,4,Tidak ada,match
R13012B_3,Nilai PAD/PAN/bantuan : 2b. Pemerintah Provinsi,-,-,R13012B_3,Nilai PAD/PAN/bantuan : 2b. Pemerintah Provinsi,-,-,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,1,Pembiayaan rutin,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,1,Pembiayaan rutin,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,2,Kegiatan posyandu,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,2,Kegiatan posyandu,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,4,Kegiatan olahraga,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,4,Kegiatan olahraga,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,8,Pembangunan tempat ibadah,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,8,Pembangunan tempat ibadah,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,16,Pembangunan jalan/jembatan,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,16,Pembangunan jalan/jembatan,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,32,Pembangunan fisik lainnya,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,32,Pembangunan fisik lainnya,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,64,Pemberdayaan ekonomi masyarakat desa,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,64,Pemberdayaan ekonomi masyarakat desa,match
R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,128,Lainnya,R13012B_4,Penggunaan : 2b. Pemerintah Provinsi,128,Lainnya,match
R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,1,Uang,R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,1,Uang,match
R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,2,Barang & jasa,R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,2,Barang & jasa,match
R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,3,"Uang, barang dan jasa",R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,3,"Uang, barang dan jasa",match
R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,4,Tidak ada,R13012C_2,Bentuk PAD/PAN/bantuan : 2c. Pemerintah Pusat,4,Tidak ada,match
